GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/21/2016 13:01,30.8466543,-93.378761,70,5.2,3
1/21/2016 14:01,30.8467378,-93.3784707,70,12.4,3
1/21/2016 15:00,30.8468455,-93.3786162,39,2.8,4
1/21/2016 16:00,30.846761,-93.3787788,9,2,4
1/21/2016 17:00,30.8466016,-93.3790704,53,2.4,4
1/21/2016 18:00,30.8464796,-93.3790868,46,1.8,4
1/21/2016 19:00,30.8465841,-93.3788714,9,2.2,4
1/21/2016 20:00,30.8462014,-93.3785115,9,6,4
1/21/2016 21:00,30.8467194,-93.3788414,47,6.6,4
1/21/2016 22:00,30.8467847,-93.3788868,8,2,4
1/21/2016 23:00,30.8464556,-93.3790362,20,3.2,4
