GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/27/2016 1:06,30.8190033,-93.3882901,5,6.4,4
1/27/2016 2:06,30.8190104,-93.3883067,41,1,7
1/27/2016 3:06,30.81903,-93.3883282,4,0.8,7
1/27/2016 4:06,30.819049,-93.3883098,4,1.2,5
1/27/2016 5:06,30.81891,-93.3882962,41,4.6,4
1/27/2016 6:06,30.8191572,-93.3884908,15,10.4,4
1/27/2016 7:06,30.8189749,-93.3883595,38,1,7
1/27/2016 8:06,30.8189814,-93.3883551,39,1,8
1/27/2016 9:06,30.81902,-93.3883509,8,1.6,7
1/27/2016 10:06,30.8189298,-93.3883189,8,1.8,6
1/27/2016 11:06,30.8189183,-93.3883361,38,1.2,6
1/27/2016 12:06,30.8189318,-93.3883557,9,1.8,5
