GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/26/2016 13:06,30.8227431,-93.3812938,11,3.2,4
1/26/2016 14:06,30.8227268,-93.3813251,39,2,4
1/26/2016 15:06,30.8226985,-93.3812049,37,1.4,5
1/26/2016 16:06,30.8229097,-93.3812735,8,2.4,5
1/26/2016 17:06,30.8227012,-93.3813668,39,3.2,4
1/26/2016 18:06,30.822689,-93.3811925,11,3.6,4
1/26/2016 19:06,30.8238585,-93.3791901,31,32,3
1/26/2016 20:06,30.8228364,-93.3810663,44,2.8,4
1/26/2016 21:06,30.8232782,-93.3808055,30,9,4
1/26/2016 22:06,30.822357,-93.3807673,41,5,3
1/26/2016 23:06,30.8224475,-93.3810883,40,2.6,4
