GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/28/2016 13:00,31.3070259,-92.6891571,48,2.2,4
1/28/2016 14:00,31.3070214,-92.6891461,21,3.4,4
1/28/2016 15:00,31.3071027,-92.689204,9,9.6,4
1/28/2016 16:00,31.3070675,-92.6892181,40,3.2,4
1/28/2016 17:00,31.3070626,-92.6886998,19,8.2,4
1/28/2016 18:00,31.3071014,-92.6892305,39,1,7
1/28/2016 19:00,31.3070573,-92.6892599,38,2.2,6
1/28/2016 20:00,31.3070013,-92.6889846,8,3.2,6
1/28/2016 21:00,31.3070921,-92.6888719,9,2.4,5
1/28/2016 22:00,31.3068483,-92.6892525,47,1.4,3
1/28/2016 23:01,31.3071185,-92.6892809,70,1.8,3
