GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/22/2016 1:01,30.8475352,-93.3775665,70,7.8,3
1/22/2016 2:01,30.8472519,-93.3786353,70,2.4,3
1/22/2016 3:00,30.8473368,-93.3783663,40,1.4,6
1/22/2016 4:00,30.8473098,-93.3785616,4,1.4,5
1/22/2016 5:00,30.8472806,-93.3786696,5,5.2,4
1/22/2016 6:00,30.8473535,-93.378378,39,3.6,5
1/22/2016 7:00,30.8473587,-93.3783055,8,2.4,5
1/22/2016 8:00,30.8475362,-93.3783872,37,3.2,4
1/22/2016 9:00,30.84734,-93.3783583,39,2.2,4
1/22/2016 10:00,30.8474151,-93.3785942,8,2,4
1/22/2016 11:00,30.8473269,-93.3783976,9,3.2,4
1/22/2016 12:00,30.8473517,-93.3783829,40,1.4,6
