GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/26/2016 1:06,30.8317688,-93.3861822,9,1.2,7
1/26/2016 2:06,30.8306586,-93.3848409,9,2.6,5
1/26/2016 3:06,30.831878,-93.3818464,39,1,8
1/26/2016 4:06,30.8293664,-93.380953,9,1.2,7
1/26/2016 5:06,30.8293502,-93.3810984,9,1.6,5
1/26/2016 6:06,30.8293359,-93.3811101,39,0.8,9
1/26/2016 7:06,30.8293567,-93.3811433,9,1.8,6
1/26/2016 8:06,30.8293321,-93.3811954,9,3.4,4
1/26/2016 9:06,30.8292501,-93.3812397,40,3.6,4
1/26/2016 10:06,30.8292671,-93.3814073,17,3,4
1/26/2016 11:06,30.8291265,-93.3811322,22,3.2,5
1/26/2016 12:06,30.8289525,-93.3811579,41,1,8
