GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/28/2016 13:06,30.8150338,-93.3813123,39,1.2,6
1/28/2016 14:06,30.8152714,-93.3810766,3,2,6
1/28/2016 15:06,30.8145516,-93.3813853,14,5.8,5
1/28/2016 16:07,30.8142566,-93.3835503,70,7.4,3
1/28/2016 17:06,30.8149591,-93.3813295,39,2.6,5
1/28/2016 18:06,30.8150197,-93.3814497,4,8.2,4
1/28/2016 19:06,30.8151398,-93.3810751,17,4.2,4
1/28/2016 20:06,30.8148733,-93.3813852,41,6,4
1/28/2016 21:06,30.8148547,-93.3813583,7,1.6,4
1/28/2016 22:06,30.814952,-93.3816081,38,1.2,4
