GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/30/2016 1:00,30.8199594,-93.3819163,40,2.2,4
1/30/2016 2:00,30.8199568,-93.3818586,17,2.8,4
1/30/2016 3:00,30.8195441,-93.3811262,6,4.4,4
1/30/2016 4:00,30.8200346,-93.3818857,41,1.6,6
1/30/2016 5:00,30.8201119,-93.3818598,4,1.8,6
1/30/2016 6:00,30.8200938,-93.381718,6,2,6
1/30/2016 7:00,30.8200755,-93.3818513,41,1.6,4
1/30/2016 8:00,30.8200013,-93.3818709,8,1.4,4
1/30/2016 9:00,30.8210327,-93.3820836,21,2.4,4
1/30/2016 10:01,0,0,70,0,0
1/30/2016 11:00,30.8201331,-93.3820531,44,2,5
1/30/2016 12:00,30.8201399,-93.3819311,8,3.4,5
