GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/19/2016 13:00,30.8322378,-93.3806907,9,4.4,4
1/19/2016 14:00,30.8321893,-93.3806539,39,1.2,7
1/19/2016 15:00,30.832191,-93.380652,9,1.4,6
1/19/2016 16:00,30.83222,-93.38066,3,2.6,5
1/19/2016 17:00,30.8322017,-93.3806545,40,1,10
1/19/2016 18:00,30.832193,-93.3806324,4,1,8
1/19/2016 19:00,30.8322462,-93.380606,4,1.4,6
1/19/2016 20:00,30.832199,-93.3806416,40,0.8,10
1/19/2016 21:00,30.8321914,-93.3806342,4,0.8,8
1/19/2016 22:00,30.8321959,-93.3806422,10,1.2,6
1/19/2016 23:00,30.8322007,-93.3806324,41,1.2,6
