Tag Type: PinPoint Beacon-75,,,,,
Tag ID: 44025,,,,,
Firmware Version: V8.06,,,,,
,,,,,
GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/8/2016 6:58,30.8354707,-93.3811055,37,1.8,5
1/8/2016 8:30,30.8355067,-93.3811491,24,5.4,3
1/8/2016 10:00,30.8355213,-93.381127,38,1.2,7
1/8/2016 11:30,30.8355577,-93.3811528,8,2.4,4
1/8/2016 13:00,30.8280533,-93.3678797,43,2.4,4
1/8/2016 14:30,30.8282717,-93.3682977,17,5.6,4
1/8/2016 16:00,30.8280763,-93.3681246,40,2.8,4
1/8/2016 17:30,30.8281404,-93.367895,38,1.4,5
1/8/2016 19:00,30.8282178,-93.3677981,40,2.4,4
1/8/2016 20:30,30.8279765,-93.3678834,41,2.6,5
1/8/2016 22:00,30.8280878,-93.3680061,41,1.2,7
1/8/2016 23:30,30.8280934,-93.3680215,24,1.2,5
1/9/2016 1:00,30.822684,-93.3663803,37,1.2,7
1/9/2016 2:30,30.8226647,-93.3664091,7,2.4,5
1/9/2016 4:00,30.8226996,-93.3663772,38,0.8,7
1/9/2016 5:30,30.8225828,-93.366511,8,1.4,5
1/9/2016 7:00,30.8225832,-93.3665091,39,0.8,9
1/9/2016 8:30,30.8225578,-93.3666534,8,2.2,5
1/9/2016 10:00,30.8225345,-93.3665435,38,1.6,5
1/9/2016 11:30,30.8225703,-93.3665294,39,1.4,6
1/9/2016 13:01,0,0,70,0,0
1/9/2016 14:31,30.8281681,-93.3681491,68,4.2,4
1/9/2016 16:00,30.8285812,-93.3682314,17,1.8,4
1/9/2016 17:31,30.8285111,-93.3683664,70,3,3
1/9/2016 19:00,30.8284067,-93.3683388,46,4.2,4
1/9/2016 20:30,30.8284854,-93.3676575,50,6.6,4
1/9/2016 22:01,0,0,70,0,0
1/9/2016 23:31,30.8287627,-93.3677993,70,4.2,3
1/10/2016 1:00,30.8229875,-93.3753266,40,3.2,5
1/10/2016 2:30,30.823083,-93.3752904,24,2.6,5
1/10/2016 4:00,30.8230127,-93.375307,39,1,7
1/10/2016 5:30,30.8230305,-93.3753376,8,1.2,6
1/10/2016 7:00,30.8230166,-93.3752824,38,2.4,7
1/10/2016 8:30,30.8229884,-93.3754052,8,2.4,5
1/10/2016 10:00,30.822969,-93.3753241,39,1.2,7
1/10/2016 11:30,30.8230335,-93.3752836,9,2.4,4
1/10/2016 13:00,30.8241711,-93.3691568,40,1.2,6
1/10/2016 14:30,30.8236817,-93.3691267,9,4.4,4
1/10/2016 16:00,30.8241703,-93.3691881,46,1.6,5
1/10/2016 17:30,30.8242345,-93.369854,17,3,4
1/10/2016 19:00,30.8240775,-93.3690347,41,3.2,4
1/10/2016 20:30,30.8240704,-93.3688401,36,3,4
1/10/2016 22:00,30.8241268,-93.3690893,38,2,5
1/10/2016 23:31,30.8241351,-93.369274,68,2,4
1/11/2016 1:00,30.8241323,-93.369131,38,1.6,5
1/11/2016 2:30,30.8241135,-93.369139,8,2.8,4
1/11/2016 4:00,30.8241239,-93.3690911,39,1,7
1/11/2016 5:30,30.8242112,-93.3694551,8,4.2,4
1/11/2016 7:00,30.8241893,-93.3691408,38,3,5
1/11/2016 8:30,30.8240934,-93.3696275,13,10,4
1/11/2016 10:00,30.8239534,-93.3689653,40,3.4,4
1/11/2016 11:30,30.8241096,-93.3692157,38,2.4,5
1/11/2016 13:00,30.8239767,-93.3691261,39,1.8,7
1/11/2016 14:30,30.8240857,-93.3692888,22,3,5
1/11/2016 16:00,30.8240338,-93.3691083,40,1.4,5
1/11/2016 17:30,30.8240091,-93.3692894,20,1.4,5
1/11/2016 19:00,30.8241342,-93.3691679,40,2.4,5
1/11/2016 20:30,30.8241531,-93.3691077,23,2.8,5
1/11/2016 22:00,30.8240571,-93.3691126,43,1,7
1/11/2016 23:30,30.8239726,-93.3690205,8,1.8,5
1/12/2016 1:00,30.831461,-93.3862392,39,1.8,4
1/12/2016 2:30,30.8318805,-93.3849429,39,1.8,7
