GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/22/2016 13:00,32.1214459,-93.463289,38,2,4
1/22/2016 14:00,32.1212395,-93.4633086,8,2,4
1/22/2016 15:00,32.1215539,-93.4637281,36,6,5
1/22/2016 16:00,32.1213799,-93.4633377,39,1.8,5
1/22/2016 17:00,32.1213136,-93.4632881,8,2.8,5
1/22/2016 18:00,32.1214072,-93.4633153,37,1.2,5
1/22/2016 19:00,32.1213771,-93.4633396,41,2,3
1/22/2016 20:00,32.1214106,-93.4633182,38,1.2,8
1/22/2016 21:00,32.1213771,-93.463289,9,1,8
1/22/2016 22:00,32.1213837,-93.463256,41,1.2,8
1/22/2016 23:00,32.1213742,-93.4631496,9,1,7
