GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/27/2016 13:06,30.8149676,-93.3813171,51,2,5
1/27/2016 14:06,30.8149491,-93.3812539,5,2.2,4
1/27/2016 15:06,30.8148071,-93.3812337,38,1.6,5
1/27/2016 16:06,30.8151381,-93.3812982,45,6.2,5
1/27/2016 17:06,30.8149253,-93.3813197,18,2.8,5
1/27/2016 18:06,30.8149412,-93.3813294,6,2.4,4
1/27/2016 19:06,30.8152539,-93.3816835,38,3.4,4
1/27/2016 20:06,30.8149719,-93.3813847,7,1.6,4
1/27/2016 21:06,30.8148028,-93.3797647,36,3.4,4
1/27/2016 22:06,30.8149716,-93.3813951,37,1.8,6
1/27/2016 23:06,30.8149166,-93.3814264,8,2.4,4
