GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/27/2016 1:06,30.8148792,-93.3814682,49,2.6,3
1/27/2016 2:06,30.8151186,-93.38178,31,3.2,3
1/27/2016 3:06,30.8151993,-93.3814351,38,1.4,6
1/27/2016 4:06,30.8150817,-93.3813209,38,1.2,6
1/27/2016 5:06,30.8149436,-93.3812571,10,2,5
1/27/2016 6:06,30.814996,-93.3813301,9,1.4,5
1/27/2016 7:06,30.8149509,-93.3813387,44,2,5
1/27/2016 8:06,30.8149941,-93.3813367,17,2,5
1/27/2016 9:06,30.8148517,-93.3813183,9,2,5
1/27/2016 10:06,30.8149484,-93.3814558,39,1.2,6
1/27/2016 11:06,30.8150341,-93.3815173,9,1.8,5
1/27/2016 12:06,30.8152091,-93.3813922,9,3.2,4
