GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/28/2016 13:00,30.8194415,-93.3821525,9,1.6,6
1/28/2016 14:00,30.8194197,-93.3821943,39,2,5
1/28/2016 15:00,30.8196042,-93.3824128,4,2.4,5
1/28/2016 16:00,30.8194835,-93.3821936,20,2,5
1/28/2016 17:00,30.8194984,-93.3822942,47,1.8,6
1/28/2016 18:00,30.819487,-93.3820653,4,2.2,5
1/28/2016 19:00,30.818743,-93.3825997,7,4.4,4
1/28/2016 20:00,30.8196242,-93.3825871,52,5.4,3
1/28/2016 21:00,30.8195639,-93.3820703,36,1.4,5
1/28/2016 22:00,30.8194466,-93.3820672,15,1.4,5
1/28/2016 23:01,30.8194287,-93.3819831,67,1.8,4
