BandNmbr,GMT Time,Latitude,Longitude,Duration,DOP,Satellites
171368611,1/26/2016 0:06,30.831761,-93.3861331,36,1,8
171368611,1/26/2016 1:06,30.8317688,-93.3861822,9,1.2,7
171368611,1/26/2016 2:06,30.8306586,-93.3848409,9,2.6,5
171368611,1/26/2016 3:06,30.831878,-93.3818464,39,1,8
171368611,1/26/2016 4:06,30.8293664,-93.380953,9,1.2,7
171368611,1/26/2016 5:06,30.8293502,-93.3810984,9,1.6,5
171368611,1/26/2016 6:06,30.8293359,-93.3811101,39,0.8,9
171368611,1/26/2016 7:06,30.8293567,-93.3811433,9,1.8,6
171368611,1/26/2016 8:06,30.8293321,-93.3811954,9,3.4,4
171368611,1/26/2016 9:06,30.8292501,-93.3812397,40,3.6,4
171368611,1/26/2016 10:06,30.8292671,-93.3814073,17,3,4
171368611,1/26/2016 11:06,30.8291265,-93.3811322,22,3.2,5
171368611,1/26/2016 12:06,30.8289525,-93.3811579,41,1,8
171368611,1/26/2016 13:06,30.8156958,-93.3809828,4,1,7
171368611,1/26/2016 14:06,30.8159808,-93.3809398,6,1.4,6
171368611,1/26/2016 15:07,30.8158346,-93.3809154,70,2,3
171368611,1/26/2016 16:06,30.8156818,-93.3809841,43,3,5
171368611,1/26/2016 17:06,30.8158525,-93.3810111,7,1.4,5
171368611,1/26/2016 18:06,30.8159953,-93.3806847,18,3.4,4
171368611,1/26/2016 19:06,30.8158773,-93.3809068,50,7,4
171368611,1/26/2016 20:06,30.8158823,-93.3813813,36,6.8,5
171368611,1/26/2016 21:06,30.8159318,-93.3808399,8,2.6,5
171368611,1/26/2016 22:06,30.8159494,-93.3808577,39,1.2,5
171368611,1/26/2016 23:06,30.8149534,-93.3809613,48,28.2,3
171368611,1/27/2016 0:06,30.814502,-93.3805675,43,5.2,4
171368611,1/27/2016 1:06,30.8148792,-93.3814682,49,2.6,3
171368611,1/27/2016 2:06,30.8151186,-93.38178,31,3.2,3
171368611,1/27/2016 3:06,30.8151993,-93.3814351,38,1.4,6
171368611,1/27/2016 4:06,30.8150817,-93.3813209,38,1.2,6
171368611,1/27/2016 5:06,30.8149436,-93.3812571,10,2,5
171368611,1/27/2016 6:06,30.814996,-93.3813301,9,1.4,5
171368611,1/27/2016 7:06,30.8149509,-93.3813387,44,2,5
171368611,1/27/2016 8:06,30.8149941,-93.3813367,17,2,5
171368611,1/27/2016 9:06,30.8148517,-93.3813183,9,2,5
171368611,1/27/2016 10:06,30.8149484,-93.3814558,39,1.2,6
171368611,1/27/2016 11:06,30.8150341,-93.3815173,9,1.8,5
171368611,1/27/2016 12:06,30.8152091,-93.3813922,9,3.2,4
171368611,1/27/2016 13:06,30.8149676,-93.3813171,51,2,5
171368611,1/27/2016 14:06,30.8149491,-93.3812539,5,2.2,4
171368611,1/27/2016 15:06,30.8148071,-93.3812337,38,1.6,5
171368611,1/27/2016 16:06,30.8151381,-93.3812982,45,6.2,5
171368611,1/27/2016 17:06,30.8149253,-93.3813197,18,2.8,5
171368611,1/27/2016 18:06,30.8149412,-93.3813294,6,2.4,4
171368611,1/27/2016 19:06,30.8152539,-93.3816835,38,3.4,4
171368611,1/27/2016 20:06,30.8149719,-93.3813847,7,1.6,4
171368611,1/27/2016 21:06,30.8148028,-93.3797647,36,3.4,4
171368611,1/27/2016 22:06,30.8149716,-93.3813951,37,1.8,6
171368611,1/27/2016 23:06,30.8149166,-93.3814264,8,2.4,4
171368611,1/28/2016 0:06,30.8153853,-93.3818328,9,5.8,4
171368611,1/28/2016 1:06,30.8133054,-93.3784622,43,4.6,5
171368611,1/28/2016 2:06,30.8130524,-93.3789641,16,1.6,6
171368611,1/28/2016 3:06,30.812953,-93.3789917,8,1.8,6
171368611,1/28/2016 4:06,30.8129977,-93.3789893,38,1,9
171368611,1/28/2016 5:06,30.8129962,-93.3789273,8,1,8
171368611,1/28/2016 6:06,30.8129981,-93.3788543,8,1,8
171368611,1/28/2016 7:06,30.81293,-93.3786818,43,2,4
171368611,1/28/2016 8:06,30.8129033,-93.3785149,22,1.6,4
171368611,1/28/2016 9:06,30.8129277,-93.3787119,37,0.8,9
171368611,1/28/2016 10:06,30.8134246,-93.3796508,40,1.4,7
171368611,1/28/2016 11:06,30.8133996,-93.3796558,9,4.6,5
171368611,1/28/2016 12:06,30.8135116,-93.3797515,9,3,4
171368611,1/28/2016 13:06,30.8150338,-93.3813123,39,1.2,6
171368611,1/28/2016 14:06,30.8152714,-93.3810766,3,2,6
171368611,1/28/2016 15:06,30.8145516,-93.3813853,14,5.8,5
171368611,1/28/2016 16:07,30.8142566,-93.3835503,70,7.4,3
171368611,1/28/2016 17:06,30.8149591,-93.3813295,39,2.6,5
171368611,1/28/2016 18:06,30.8150197,-93.3814497,4,8.2,4
171368611,1/28/2016 19:06,30.8151398,-93.3810751,17,4.2,4
171368611,1/28/2016 20:06,30.8148733,-93.3813852,41,6,4
171368611,1/28/2016 21:06,30.8148547,-93.3813583,7,1.6,4
171368611,1/28/2016 22:06,30.814952,-93.3816081,38,1.2,4
171368611,1/28/2016 23:07,0,0,70,0,0
171368611,1/29/2016 0:07,0,0,70,0,0
