GMT Time,Latitude,Longitude,Duration,DOP,Satellites
1/26/2016 1:06,30.8318185,-93.386235,9,1.6,7
1/26/2016 2:07,30.8306613,-93.3849304,68,1.8,4
1/26/2016 3:06,30.8318886,-93.3817997,35,1.2,5
1/26/2016 4:06,30.8320044,-93.3810927,32,2,3
1/26/2016 5:06,30.8319935,-93.3810976,40,1,9
1/26/2016 6:06,30.8319807,-93.3811105,3,0.8,9
1/26/2016 7:06,30.8319974,-93.3811829,4,2.2,5
1/26/2016 8:06,30.8319855,-93.3811081,41,1.2,6
1/26/2016 9:06,30.8319682,-93.3811246,4,1.6,6
1/26/2016 10:06,30.8319449,-93.3811246,7,4,5
1/26/2016 11:06,30.8319901,-93.3811087,37,1.2,6
1/26/2016 12:06,30.8320037,-93.381121,7,1.6,5
